"maintenance_points","impact_points"
1,1
1,1
1,1
1,1
1,10
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
3,13
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,15
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
13,1
13,1
13,1
13,1
13,1
13,1
6,1
6,1
6,1
6,1
6,1
6,1
1,1
1,14
1,3
1,1
1,9
1,1
1,6
1,1
1,1
1,1
1,6
1,4
1,1
1,14
2,1
1,1
1,1
1,10
1,1
8,1
8,1
2,1
1,1
1,1
6,1
6,1
14,1
6,1
6,1
6,1
5,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
3,1
3,1
3,1
3,1
3,14
3,7
3,1
3,1
2,1
1,1
3,1
8,1
11,1
11,1
11,1
11,1
11,1
7,1
7,1
1,10
1,1
7,1
14,1
6,3
6,1
1,1
7,1
4,2
4,3
7,1
2,1
1,1
11,1
14,1
9,1
11,1
10,1
10,1
2,1
2,1
2,1
2,1
1,1
1,1
1,1
4,1
4,1
4,7
4,1
1,1
1,1
1,1
2,1
2,1
5,1
5,1
5,1
5,1
11,1
7,12
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,2
2,1
2,2
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
1,1
1,1
1,1
2,1
6,1
6,1
8,1
6,1
2,1
1,1
6,2
6,2
8,2
7,2
5,2
5,2
5,2
5,2
5,2
5,2
6,2
6,8
6,2
6,2
6,2
6,2
6,8
4,2
10,2
6,2
6,2
1,2
1,2
1,2
6,2
1,2
1,13
1,2
1,2
1,2
5,2
5,2
5,2
12,2
12,2
12,2
12,2
12,2
3,2
1,2
7,2
7,2
1,2
1,2
1,2
3,3
3,2
3,2
3,2
1,2
1,2
1,2
1,2
1,2
1,2
4,2
3,2
3,9
4,2
4,2
4,2
3,2
9,2
4,2
4,2
4,2
2,2
1,2
3,3
3,3
5,3
5,3
1,4
1,3
1,3
1,3
1,3
1,3
5,3
5,3
5,3
3,3
2,3
7,3
1,3
7,3
7,3
6,6
6,3
6,3
6,3
2,3
4,5
4,3
4,3
2,3
3,3
3,3
1,3
4,3
7,3
1,3
2,3
4,3
6,3
6,3
6,3
6,3
2,4
3,3
3,3
4,3
8,5
1,3
1,3
2,3
1,3
1,3
1,3
2,4
1,6
2,3
3,3
3,3
13,3
16,3
7,3
1,4
1,3
1,3
1,3
1,3
1,3
1,3
1,1
5,1
1,2
8,1
8,1
2,1
2,8
2,3
3,1
8,1
8,1
8,1
1,6
1,1
2,3
2,5
2,4
4,3
1,1
5,1
6,1
6,1
4,1
4,1
4,1
2,1
2,8
2,9
2,7
2,5
2,3
2,2
6,3
3,1
5,2
4,3
7,1
7,1
6,2
6,2
2,1
2,13
2,1
2,3
2,6
1,1
1,3
3,3
1,2
1,1
1,2
1,2
1,2
1,2
1,1
1,3
1,2
1,4
1,2
1,3
1,2
1,3
1,5
1,5
1,3
3,4
1,4
1,3
1,3
1,2
1,4
1,9
1,2
1,9
1,3
1,2
1,9
1,1
1,2
1,5
1,2
1,5
1,3
1,11
1,1
1,6
1,6
1,1
1,1
1,1
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
4,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
4,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,3
1,5
1,1
1,1
1,3
2,1
1,1
1,1
1,1
1,3
1,1
1,8
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,11
1,3
1,20
3,5
1,4
3,6
5,1
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,1
1,1
1,4
1,1
3,1
3,1
3,1
3,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,9
1,1
1,1
1,1
1,1
1,1
1,1
1,5
1,5
1,1
1,1
1,3
1,1
1,1
1,1
2,1
2,2
1,1
1,11
1,1
1,11
1,1
1,1
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
2,1
3,1
3,1
1,1
1,1
1,6
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,2
1,1
1,1
1,2
1,1
5,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,11
1,4
1,5
1,4
1,4
1,4
1,22
1,3
1,3
1,11
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,7
1,3
1,3
1,7
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
2,3
2,9
2,9
2,3
3,4
4,5
1,3
4,3
2,3
1,3
6,3
1,3
2,3
2,3
1,11
1,3
1,3
1,3
1,11
1,3
1,3
1,3
1,3
2,3
1,3
1,3
4,3
1,3
1,3
1,6
1,4
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
3,3
1,3
1,3
1,3
1,3
1,3
1,6
1,3
1,3
1,3
1,3
1,3
1,3
1,16
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
5,3
5,3
1,3
1,3
1,3
1,5
1,6
1,5
1,5
1,14
1,5
1,5
1,5
4,5
3,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,13
1,5
1,5
1,5
1,5
1,5
1,5
1,5
4,5
4,5
4,5
1,5
1,5
2,12
1,5
1,5
4,5
1,5
1,5
1,5
1,5
1,5
2,5
5,5
5,5
4,5
4,5
1,12
1,5
1,5
1,5
2,5
2,5
1,5
1,5
1,5
1,6
1,8
1,5
1,5
1,5
1,5
2,5
5,9
4,8
1,14
1,5
1,12
2,5
2,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,9
1,5
1,9
3,6
3,13
1,5
5,11
1,5
1,5
1,5
4,5
4,5
4,8
1,5
1,5
1,13
1,5
1,5
1,5
1,5
1,13
1,5
1,14
1,5
1,5
1,5
1,32
1,4
1,5
1,6
1,5
1,5
1,4
1,11
1,10
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,9
1,4
1,4
1,4
1,4
1,4
1,4
1,12
1,4
1,3
1,3
1,3
1,3
1,3
1,4
1,4
1,4
1,4
1,4
1,6
1,4
1,4
1,4
1,12
1,4
1,4
1,4
1,5
1,4
1,4
1,4
1,4
1,4
1,7
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,4
1,5
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,4
1,4
1,6
1,4
1,4
1,4
1,7
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,10
1,9
1,5
1,9
1,7
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,8
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
2,7
1,14
1,5
1,6
1,24
1,7
1,11
1,14
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
3,5
1,12
1,5
1,5
1,5
1,12
1,6
1,5
3,5
1,22
1,5
1,11
1,5
1,5
1,5
1,5
1,5
1,5
1,7
1,11
1,5
1,8
1,18
1,9
1,5
1,5
1,5
2,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,6
5,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,13
1,5
1,5
1,5
1,5
1,5
1,5
2,5
1,5
3,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,5
1,6
1,6
1,5
1,5
1,5
1,5
1,7
1,5
1,5
1,7
1,5
1,5
1,5
1,5
1,5
1,5
1,8
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,7
1,5
1,5
1,5
1,5
1,5
1,19
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,5
1,6
1,5
1,5
1,5
1,5
3,5
2,5
2,5
2,5
1,5
1,5
1,5
6,5
6,5
1,6
1,5
1,5
1,5
1,5
14,6
5,9
5,5
5,5
17,5
1,5
3,5
1,5
1,5
1,5
1,5
1,5
1,5
12,5
1,5
1,5
1,5
1,5
16,5
1,5
1,5
1,5
12,5
12,5
3,5
24,5
17,5
5,5
17,5
7,8
7,5
7,5
7,5
7,5
7,5
7,10
7,5
7,5
7,5
7,13
7,5
9,5
7,5
7,6
7,7
7,5
20,5
8,5
26,5
1,5
1,5
1,5
1,5
3,5
1,5
1,5
3,7
1,5
1,5
1,5
1,5
1,5
3,5
3,5
1,5
1,5
1,7
1,6
1,5
1,5
1,6
1,5
1,7
25,5
25,5
17,5
1,5
1,5
1,5
1,5
3,5
1,5
1,5
1,5
1,7
1,5
1,6
1,5
1,9
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,6
1,10
1,5
1,7
1,5
1,7
1,5
1,5
1,5
1,5
1,5
1,12
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,11
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,8
1,5
1,5
1,6
1,5
1,5
1,5
1,5
1,7
2,10
1,5
2,5
1,5
1,5
1,5
1,6
1,5
1,12
1,5
1,5
1,5
1,5
1,6
1,6
2,5
2,5
2,13
2,5
2,6
2,5
2,5
1,5
1,11
1,5
1,8
1,6
1,5
1,5
1,5
1,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,7
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,12
1,5
1,5
1,5
1,5
1,5
1,7
1,6
1,5
1,5
1,5
1,5
1,5
1,6
1,6
1,6
1,5
1,5
1,7
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,6
1,5
1,5
1,5
1,12
1,5
1,5
1,5
1,5
1,6
1,5
1,5
1,8
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
3,6
3,5
1,5
1,6
3,5
1,5
1,5
1,7
1,5
1,16
1,5
1,5
1,6
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,7
1,5
1,5
1,6
1,5
1,5
1,5
1,5
3,5
3,5
1,5
1,5
1,5
1,7
1,7
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
3,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,8
1,28
1,3
3,3
3,3
3,3
3,3
3,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
3,3
3,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,3
1,6
1,3
3,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
3,3
1,5
3,3
3,3
3,3
3,6
3,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
3,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
3,5
1,11
1,9
1,3
3,14
3,4
3,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,7
1,4
1,4
1,4
1,4
1,15
1,4
1,4
1,4
1,15
1,4
1,8
3,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,6
1,4
4,4
4,4
1,4
4,4
1,4
1,4
1,10
1,15
1,4
1,4
1,4
1,5
1,4
1,4
1,4
1,4
1,5
1,5
1,4
1,4
1,4
1,4
1,4
1,4
1,4
3,5
3,1
3,1
3,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,8
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,7
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,10
1,2
1,2
1,2
1,2
1,2
1,4
1,4
1,2
1,2
5,12
5,2
5,2
1,2
1,10
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,12
1,2
1,2
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,4
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,4
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,4
1,3
1,4
1,3
1,3
1,3
1,3
1,9
1,4
1,2
1,3
1,2
1,2
1,2
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,8
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
2,5
1,2
1,2
1,8
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,5
1,2
1,2
1,2
1,16
1,3
1,3
1,7
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,2
1,5
1,2
1,2
1,2
1,2
1,12
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,7
1,8
1,2
1,2
1,2
1,2
1,2
1,2
1,3
1,2
1,2
1,2
3,2
3,2
1,10
1,2
1,2
4,2
1,2
1,2
1,2
1,2
1,4
1,7
1,2
1,2
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,3
1,2
1,3
1,3
1,2
1,2
1,2
1,4
1,2
1,2
1,2
1,2
1,2
1,5
3,2
1,4
1,2
1,2
2,9
2,4
2,2
1,2
1,2
3,3
1,3
1,2
1,3
1,2
1,4
1,2
1,5
1,2
1,2
1,2
1,2
2,2
1,2
1,2
1,2
1,2
2,2
1,2
1,2
1,2
1,2
1,2
1,7
1,2
1,2
1,2
2,2
1,2
1,2
1,2
1,4
1,2
1,2
1,3
1,2
1,2
1,11
1,2
1,4
1,2
1,7
1,2
4,2
1,2
1,2
1,2
3,2
3,2
3,2
3,11
3,2
3,2
3,2
3,2
1,2
4,2
1,2
1,3
1,22
1,1
8,1
1,1
1,1
1,10
5,3
1,1
12,2
12,1
15,3
1,2
6,9
8,2
12,7
12,4
12,2
12,2
12,3
12,2
1,2
1,2
1,3
1,2
1,9
1,2
1,2
1,10
1,2
1,13
1,2
8,3
1,9
3,2
6,2
6,16
1,2
1,2
1,5
1,2
1,2
1,3
1,2
1,2
1,2
1,3
1,3
1,2
1,2
8,3
1,2
1,2
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,8
1,2
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,3
1,1
1,1
1,1
1,1
1,3
4,2
4,2
4,2
3,2
1,2
1,2
1,2
1,2
5,2
5,2
5,2
2,2
2,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,14
1,2
1,2
1,6
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,3
1,2
1,2
3,5
1,2
1,3
1,2
1,2
4,2
1,2
1,2
1,2
1,2
1,2
6,2
6,2
1,2
1,2
6,2
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,11
1,3
1,2
1,2
1,2
1,2
2,2
5,3
5,19
5,1
2,1
1,1
1,4
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,4
3,1
3,2
3,9
3,1
1,1
1,6
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
3,1
7,2
1,1
1,1
1,1
1,2
1,1
4,1
1,1
4,1
3,1
3,1
2,1
1,1
1,9
1,1
1,1
1,8
1,6
1,30
1,6
1,46
1,2
1,10
1,4
1,2
1,40
3,3
3,3
3,3
3,8
2,3
2,3
5,3
5,4
1,9
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,6
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,3
1,2
1,2
1,2
1,2
1,8
1,2
1,2
1,2
1,7
1,2
1,2
1,2
1,2
1,2
1,4
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
6,2
3,2
3,2
1,2
1,2
13,2
13,2
1,2
1,2
1,7
1,5
1,2
1,2
1,3
1,2
1,3
1,2
1,2
1,2
1,2
1,7
1,2
1,7
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,3
1,3
1,2
1,2
1,7
1,3
1,3
1,3
1,3
1,3
1,3
1,7
1,35
1,4
1,3
1,2
1,3
1,7
1,21
1,2
1,3
1,10
1,3
1,3
11,3
1,4
1,3
1,3
1,12
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,6
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,46
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,6
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
5,4
5,4
5,4
5,4
5,7
1,4
1,4
1,4
5,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,8
1,6
6,3
1,3
1,3
1,3
1,13
7,12
1,2
1,2
7,2
7,2
10,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,5
1,2
1,2
1,5
1,2
1,2
2,2
11,2
10,2
8,2
1,2
1,10
1,5
1,3
1,3
1,3
1,3
1,3
6,3
8,3
1,3
1,3
1,3
1,3
8,3
3,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,15
1,3
1,7
1,3
1,3
1,4
4,3
9,3
1,3
5,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
4,3
4,3
1,3
1,3
1,3
1,3
1,4
1,3
1,3
1,3
1,3
4,5
1,3
1,3
1,3
1,3
1,3
1,3
1,3
4,3
9,3
9,3
8,3
1,3
1,3
1,3
4,3
1,3
1,3
1,3
1,3
1,3
1,10
1,3
1,3
1,3
1,4
1,3
1,4
1,3
1,3
4,13
2,3
10,6
9,11
8,3
7,3
9,3
8,3
7,3
1,3
1,5
5,3
5,3
1,3
1,3
2,3
4,3
1,3
1,3
1,3
1,3
1,3
1,3
4,3
4,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,6
1,3
7,3
7,3
7,3
7,3
7,3
7,3
7,5
7,3
7,3
1,4
1,5
1,3
1,3
5,3
1,3
1,3
1,3
1,23
1,3
1,3
1,34
1,13
1,1
1,2
1,6
1,16
1,1
1,1
1,1
1,1
1,1
1,1
1,36
1,4
1,4
8,20
8,31
8,31
3,47
4,1
4,1
1,1
1,1
1,34
1,1
1,35
1,27
1,22
1,41
2,1
2,1
3,1
3,1
1,2
7,1
7,16
7,1
1,7
1,11
1,3
1,1
1,41
1,4
1,33
1,2
1,2
1,2
1,2
1,2
1,11
1,2
1,64
1,27
1,47
1,1
1,1
1,1
1,1
1,1
1,39
1,48
1,5
1,5
1,2
1,2
1,2
1,2
1,34
1,38
1,2
1,2
1,2
1,2
1,2
1,2
1,41
1,49
1,1
1,1
1,3
1,1
1,1
1,1
1,25
1,2
1,14
1,2
1,40
1,48
1,44
1,2
1,2
1,2
1,2
1,2
1,12
1,2
3,2
3,2
1,2
1,4
1,2
1,2
1,2
1,2
1,42
1,36
3,48
1,34
1,2
1,2
1,3
3,2
3,2
1,2
1,2
1,2
1,2
1,2
1,2
1,15
1,2
1,2
1,2
1,2
1,2
3,2
1,2
1,2
1,7
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,5
3,9
1,3
1,4
1,2
1,5
3,7
3,2
3,19
3,2
3,2
3,7
3,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,5
1,4
4,3
4,5
1,2
1,2
1,2
1,2
1,2
4,7
3,2
3,2
3,4
2,4
1,2
1,2
1,2
4,2
3,10
4,28
1,2
1,22
1,16
1,15
1,1
1,1
1,10
1,1
1,8
1,12
1,10
1,1
1,8
1,9
1,1
1,3
1,1
1,3
1,10
1,5
1,1
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,6
1,5
1,4
1,1
11,1
11,1
11,1
11,1
11,6
11,1
11,1
11,1
11,1
10,1
10,1
10,1
1,1
1,1
1,1
1,16
1,1
1,10
1,5
1,7
1,8
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,3
1,1
1,1
1,1
1,1
1,1
1,1
5,1
6,8
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
5,1
5,1
5,10
5,3
1,13
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,9
1,1
1,9
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,7
1,4
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
6,1
1,1
1,1
1,4
1,1
7,1
7,1
7,1
3,4
1,3
1,2
1,1
1,1
1,1
1,1
1,5
1,3
1,1
1,1
1,1
1,1
1,1
1,8
1,2
1,2
5,1
5,1
5,1
5,4
1,1
1,1
1,13
1,1
1,1
1,1
1,26
1,11
1,1
1,1
1,1
1,1
1,1
1,8
1,1
1,1
1,28
1,6
1,1
1,6
1,24
1,35
1,2
2,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,4
1,6
1,5
1,2
1,2
1,2
1,2
1,7
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,7
1,2
1,2
2,4
2,2
1,3
1,3
1,2
1,2
1,2
1,2
2,2
1,2
2,2
1,2
3,2
3,2
3,2
2,2
2,2
1,2
1,2
1,2
1,2
1,2
1,4
1,4
1,2
1,2
1,2
1,2
1,16
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,8
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
5,2
5,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
8,1
1,12
1,1
1,10
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,6
1,1
1,4
1,21
1,1
1,1
1,1
1,2
1,1
1,1
1,8
1,9
1,1
1,2
1,1
1,1
1,3
1,1
1,1
1,7
1,9
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,3
1,1
4,1
1,7
1,12
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
4,2
4,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,6
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,3
1,9
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,10
1,1
1,1
1,1
1,1
1,2
1,1
1,2
2,3
1,24
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,10
1,9
1,4
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,11
1,1
1,3
1,1
1,1
1,2
1,4
1,1
1,1
1,1
1,12
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,3
1,3
1,1
1,1
1,1
1,1
1,2
1,10
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,3
1,1
1,1
1,2
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,2
1,1
1,1
4,1
5,2
1,4
1,4
1,4
1,4
1,6
1,4
1,4
1,4
1,4
1,8
1,4
1,4
1,4
1,6
1,4
1,4
1,4
1,4
1,4
1,6
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,4
1,4
1,45
1,10
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,7
1,4
1,4
1,4
1,17
1,3
1,3
1,3
1,3
1,3
1,3
1,23
1,3
1,7
1,3
1,3
1,3
1,3
1,3
1,3
1,11
1,3
1,3
1,3
1,3
1,3
1,10
1,12
1,14
1,3
1,4
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,6
1,3
1,3
1,5
1,3
1,3
1,3
1,8
1,5
1,3
1,14
1,3
1,3
1,3
4,3
1,3
1,5
